name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
Pablo Reyes,2B/SS/UTL,"July 31, 2023",2300,BOS,SEA,3,3.2,6.72,5.18,George Kirby,SEA,66.1,37.7,87.1,34.5,5.2,0.702,0.364,3.43,71.2,5
Garrett Stubbs,C1B/UTL,"July 30, 2023",2000,PHI,PIT,6.2,4.7,8.69,4.32,Rich Hill,PIT,41.1,0,79.7,8.8,0,0.621,0.3,4.76,44.2,4.6
Yan Gomes,C1B/UTL,"July 30, 2023",2500,CHC,STL,9,4.4,9.28,8.41,Steven Matz,STL,54.8,66.1,87.5,35.3,9.2,0.699,0.403,4.86,45.2,4.7
Connor Joe,C1B/OF/UTL,"July 30, 2023",2400,PIT,PHI,12.4,4.4,10.16,7.37,Cristopher Sanchez,PHI,64.725,69.8,88.8,40.5,9.8,0.753,0.418,3.26,71.9,4.2
Blake Perkins,OF/UTL,"July 30, 2023",2200,MIL,ATL,6.2,4.4,8.42,5.8,AJ Smith-Shawver,ATL,29.9,34.6,86,31.3,4.7,0.602,0.308,4.32,45.7,4.2
Tony Kemp,2B/OF/UTL,"July 30, 2023",3100,OAK,COL,3,4.3,11.39,7.05,Ty Blach,COL,25.825,16.9,86.9,20.1,1.4,0.576,0.289,4.22,60,3.6
Zack Gelof,3B/UTL,"July 30, 2023",3500,OAK,COL,0,4.2,12.11,13.77,Ty Blach,COL,90.825,0,86.5,30,0,1,0.667,4.22,60,3.6
Jeremy Pena,SS/UTL,"July 30, 2023",2600,HOU,TB,9.2,4.2,10.05,8.99,Zack Littell,TB,48.95,41.4,87.6,35.4,5.7,0.687,0.39,4.85,60,4.7
Abraham Toro,3B/2B/UTL,"July 30, 2023",2600,MIL,ATL,6.2,4.2,9.35,12.3,AJ Smith-Shawver,ATL,99.375,96.9,85.3,40,20,1.431,0.875,4.32,45.7,4.2
Tyler O'Neill,OF/UTL,"July 30, 2023",2500,STL,CHC,9.5,4.2,10.62,7.07,Kyle Hendricks,CHC,34.375,87.3,89.3,44.8,13.8,0.62,0.337,3.57,55.2,4.7
Andy Ibanez,3B/OF/2B/UTL,"July 30, 2023",2400,DET,MIA,9,4.2,8.11,6.69,Jesus Luzardo,MIA,43.3,80.3,90.9,49.4,12.2,0.675,0.41,3.29,83.6,3.9
Dairon Blanco,OF/UTL,"July 30, 2023",2300,KCR,MIN,3,4.2,8.3,6.71,Kenta Maeda,MIN,22.8,23.7,84.7,25,3.1,0.583,0.333,5.5,59.1,3.7
Oscar Gonzalez,OF/UTL,"July 30, 2023",2000,CLE,CWS,6.2,4.2,9.74,4.02,Michael Kopech,CWS,15.8,37.7,87.2,31,5.2,0.501,0.288,4.47,46.3,4
Christian Yelich,OF/UTL,"July 30, 2023",3600,MIL,ATL,28.4,4.1,13.52,12.52,AJ Smith-Shawver,ATL,88.025,73.8,92.8,52.9,10.6,0.85,0.472,4.32,45.7,4.2
Brent Rooker,OF/UTL,"July 30, 2023",3300,OAK,COL,3,4.1,12.5,9.63,Ty Blach,COL,74.475,90.8,91.4,48,14.9,0.817,0.477,4.22,60,3.6
Isaac Paredes,3B/C1B/2B/UTL,"July 30, 2023",3000,TBR,HOU,3,4.1,11.22,10.5,Brandon Bielak,HOU,84.75,44.2,87.1,28.6,6.1,0.868,0.504,3.79,37.5,5.4
William Contreras,C1B/UTL,"July 30, 2023",2900,MIL,ATL,16,4.1,11.71,9.73,AJ Smith-Shawver,ATL,78.975,67.7,90.8,48.4,9.4,0.799,0.445,4.32,45.7,4.2
CJ Abrams,SS/UTL,"July 30, 2023",2700,WSN,NYM,30.2,4.1,9.89,9.83,Justin Verlander,NYM,57.7,41.4,86.9,35.8,5.7,0.72,0.42,3.72,59.9,4.2
Jon Berti,2B/3B/SS/UTL,"July 30, 2023",2700,MIA,DET,15.2,4.1,9.41,7.15,Tarik Skubal,DET,52.6,27.1,85.7,33,3.7,0.661,0.345,0,99.2,4.2
Joey Meneses,C1B/UTL,"July 30, 2023",2600,WSN,NYM,0,4.1,8.79,8.83,Justin Verlander,NYM,66.575,42.8,89.5,43,5.9,0.724,0.401,3.72,59.9,4.2
Kyle Farmer,2B/3B/SS/UTL,"July 30, 2023",2600,MIN,KC,3,4.1,10.24,6.73,Ryan Yarbrough,KC,49.6,64,88.4,38,8.8,0.683,0.378,5.29,34.7,4.3
Freddy Fermin,C1B/UTL,"July 30, 2023",2500,KCR,MIN,18.7,4.1,8.32,7.82,Kenta Maeda,MIN,60.85,70.5,89.1,39.5,9.9,0.732,0.429,5.5,59.1,3.7
Daniel Vogelbach,C1B/UTL,"July 30, 2023",2500,NYM,WSH,6.2,4.1,10.1,6.64,Trevor Williams,WSH,47.425,40.5,90.8,48.8,5.6,0.679,0.349,4.42,34.3,4.4
Donovan Solano,C1B/2B/3B/UTL,"July 30, 2023",2400,MIN,KC,3,4.1,10.06,6.28,Ryan Yarbrough,KC,79.65,47.3,91,45.3,6.5,0.795,0.419,5.29,34.7,4.3
Danny Mendick,2B/SS/UTL,"July 30, 2023",2000,NYM,WSH,9,4.1,8.01,1.52,Trevor Williams,WSH,0,0,92.1,33.3,0,0,0,4.42,34.3,4.4
Bobby Witt Jr.,SS/UTL,"July 30, 2023",3400,KCR,MIN,3,4,11.21,11.79,Kenta Maeda,MIN,65.75,76.4,90.7,44.8,11.4,0.764,0.463,5.5,59.1,3.7
Alex Bregman,3B/UTL,"July 30, 2023",3100,HOU,TB,6.5,4,10.75,11.12,Zack Littell,TB,63.025,37.7,87.8,35.5,5.2,0.739,0.398,4.85,60,4.7
Jeimer Candelario,3B/UTL,"July 30, 2023",2900,WSN,NYM,12,4,9.61,10.74,Justin Verlander,NYM,77.375,52.5,88.7,38.4,7.2,0.813,0.477,3.72,59.9,4.2
Lars Nootbaar,OF/UTL,"July 30, 2023",3500,STL,CHC,9.2,3.9,11.3,10.94,Kyle Hendricks,CHC,69.5,62.5,90,41.2,8.5,0.751,0.391,3.57,55.2,4.7
Byron Buxton,OF/UTL,"July 30, 2023",3200,MIN,KC,6,3.9,13.41,10.38,Ryan Yarbrough,KC,44.475,85.7,90.8,44.1,13.4,0.706,0.417,5.29,34.7,4.3
Steven Kwan,OF/UTL,"July 30, 2023",3100,CLE,CWS,27.7,3.9,12.04,10.17,Michael Kopech,CWS,62.1,16.2,85.4,19.6,0.9,0.705,0.364,4.47,46.3,4
Jake Rogers,C1B/UTL,"July 30, 2023",2700,DET,MIA,9.2,3.9,8.31,7.7,Jesus Luzardo,MIA,51.3,92.5,91,49,15.7,0.742,0.446,3.29,83.6,3.9
Michael Massey,2B/UTL,"July 30, 2023",2500,KCR,MIN,9,3.9,8.34,6.63,Kenta Maeda,MIN,24.25,67,89.9,42.7,9.3,0.57,0.305,5.5,59.1,3.7
Edmundo Sosa,3B/SS/UTL,"July 30, 2023",2400,PHI,PIT,3,3.9,9.26,5.92,Rich Hill,PIT,47.75,45.2,86.5,30.8,6.3,0.676,0.405,4.76,44.2,4.6
Brice Turang,2B/SS/UTL,"July 30, 2023",2300,MIL,ATL,9.2,3.9,9.24,6.1,AJ Smith-Shawver,ATL,22.55,24.4,86.8,29.1,3.2,0.566,0.305,4.32,45.7,4.2
Josh Naylor,C1B/UTL,"July 30, 2023",3500,CLE,CWS,3,3.8,11.98,11.2,Michael Kopech,CWS,88,67,90,45.3,9.3,0.844,0.495,4.47,46.3,4
Randal Grichuk,OF/UTL,"July 30, 2023",3500,COL,OAK,3,3.8,12.9,10.39,Luis Medina,OAK,87.175,46.6,90.6,45.2,6.4,0.837,0.473,6.34,30.3,4.4
Michael Toglia,C1B/UTL,"July 30, 2023",2800,COL,OAK,0,3.8,11.59,6.55,Luis Medina,OAK,17.225,0,85.4,26.3,0,0.536,0.31,6.34,30.3,4.4
Willi Castro,3B/SS/OF/UTL,"July 30, 2023",2700,MIN,KC,6,3.8,10.1,7.95,Ryan Yarbrough,KC,46.55,59.5,86.3,34,8,0.674,0.359,5.29,34.7,4.3
Christian Vazquez,C1B/UTL,"July 30, 2023",2500,MIN,KC,0,3.8,9.17,6.11,Ryan Yarbrough,KC,29.775,19.7,86.7,36.2,2.1,0.582,0.287,5.29,34.7,4.3
Gabriel Arias,C1B/3B/SS/UTL,"July 30, 2023",2400,CLE,CWS,3,3.8,8.8,3.79,Michael Kopech,CWS,26.3,50.4,90,40.2,6.9,0.598,0.307,4.47,46.3,4
Miguel Amaya,C1B/UTL,"July 30, 2023",2400,CHC,STL,3,3.8,7.28,7.29,Steven Matz,STL,85.625,90.4,90,41.5,14.6,0.851,0.448,4.86,45.2,4.7
Elvis Andrus,SS/2B/UTL,"July 30, 2023",2300,CHW,CLE,0,3.8,7.8,6.25,Aaron Civale,CLE,25.55,18.8,86.4,27.5,1.8,0.561,0.271,2.65,71.5,4.2
Taylor Motter,2B/3B/UTL,"July 30, 2023",2000,STL,CHC,6.2,3.8,7.2,3.33,Kyle Hendricks,CHC,23.4,61.1,93.9,50,8.3,0.573,0.3,3.57,55.2,4.7
Jose Altuve,2B/UTL,"July 30, 2023",3600,HOU,TB,12.2,3.7,12.11,12.78,Zack Littell,TB,84.5,60.7,87.9,32,8.2,0.85,0.479,4.85,60,4.7
Kyle Tucker,OF/UTL,"July 30, 2023",3600,HOU,TB,9.5,3.7,12.25,12.36,Zack Littell,TB,90.675,63,91.5,50,8.6,0.867,0.49,4.85,60,4.7
Ramon Laureano,OF/UTL,"July 30, 2023",3400,OAK,COL,6,3.7,12.2,8.25,Ty Blach,COL,32.875,69.1,88.6,34.3,9.7,0.635,0.361,4.22,60,3.6
Chas McCormick,OF/UTL,"July 30, 2023",3300,HOU,TB,3,3.7,9.77,12.08,Zack Littell,TB,89.875,74.3,87.8,35.1,10.7,0.886,0.522,4.85,60,4.7
Carlos Santana,C1B/UTL,"July 30, 2023",3200,PIT,ATL,21.7,3.7,10.98,9.78,AJ Smith-Shawver,ATL,50.875,37,88.7,34.4,5.1,0.701,0.387,4.32,45.7,4.2
Andres Gimenez,2B/UTL,"July 30, 2023",3100,CLE,CWS,12.7,3.7,12.74,9.08,Michael Kopech,CWS,52.7,34,84.6,23.9,4.6,0.695,0.38,4.47,46.3,4
Brandon Lowe,2B/UTL,"July 30, 2023",3100,TBR,HOU,34.9,3.7,11.01,9.58,Brandon Bielak,HOU,49,77.5,90.9,45,11.6,0.713,0.403,3.79,37.5,5.4
Carlos Correa,SS/UTL,"July 30, 2023",3000,MIN,KC,3,3.7,12.36,8.97,Ryan Yarbrough,KC,53.25,72.9,89.5,43.1,10.5,0.715,0.408,5.29,34.7,4.3
Alec Bohm,3B/C1B/UTL,"July 30, 2023",3000,PHI,PIT,31.7,3.7,10.92,9.67,Rich Hill,PIT,74.25,43.3,89.9,43.4,6,0.762,0.425,4.76,44.2,4.6
Andrew McCutchen,OF/UTL,"July 30, 2023",2900,PIT,PHI,6,3.7,10.25,9.88,Cristopher Sanchez,PHI,78.325,53.1,89.8,44.4,7.3,0.801,0.421,3.26,71.9,4.2
Eddie Rosario,OF/UTL,"July 30, 2023",2800,ATL,MIL,0,3.7,10.31,8.83,Colin Rea,MIL,69.675,75.4,89.2,38.6,11.1,0.792,0.486,4.71,45.8,5.6
Jordan Diaz,2B/UTL,"July 30, 2023",2800,OAK,COL,0,3.7,10.7,6.37,Ty Blach,COL,49.325,37,90.4,48.1,5.1,0.697,0.43,4.22,60,3.6
Liover Peguero,SS/UTL,"July 30, 2023",2600,PIT,PHI,3,3.7,7.37,9.07,Cristopher Sanchez,PHI,0,30,67.6,0,0,0,0,3.26,71.9,4.2
Michael A. Taylor,OF/UTL,"July 30, 2023",2500,MIN,KC,0,3.7,9.09,6.7,Ryan Yarbrough,KC,40.75,84.6,87.4,36.4,13.2,0.674,0.41,5.29,34.7,4.3
Nick Fortes,C1B/UTL,"July 30, 2023",2100,MIA,DET,12.7,3.7,8.19,5.01,Tarik Skubal,DET,20.2,32.8,87.9,33.8,4.5,0.541,0.285,0,99.2,4.2
Yordan Alvarez,OF/UTL,"July 30, 2023",3900,HOU,TB,3,3.6,12.04,14.07,Zack Littell,TB,92.725,95.1,93.4,55.7,18.8,0.978,0.589,4.85,60,4.7
Kyle Schwarber,OF/UTL,"July 30, 2023",3700,PHI,PIT,9.2,3.6,12.1,11.07,Rich Hill,PIT,54.625,91.4,91.8,46.7,15.4,0.758,0.444,4.76,44.2,4.6
Yandy Diaz,C1B/3B/UTL,"July 30, 2023",3400,TBR,HOU,21.7,3.6,11.04,11.43,Brandon Bielak,HOU,94.9,63,94.7,56.1,8.6,0.923,0.515,3.79,37.5,5.4
Jake Burger,3B/UTL,"July 30, 2023",3200,CHW,CLE,3,3.5,9.44,10.02,Aaron Civale,CLE,60.425,96.5,92.5,51.5,19.4,0.809,0.532,2.65,71.5,4.2
Spencer Torkelson,C1B/UTL,"July 30, 2023",3000,DET,MIA,9.7,3.6,9,9.64,Jesus Luzardo,MIA,50.475,80.3,92.3,49.2,12.2,0.704,0.397,3.29,83.6,3.9
Michael Harris II,OF/UTL,"July 30, 2023",3000,ATL,MIL,3,3.6,11.9,9.04,Colin Rea,MIL,65.4,64.6,90.7,45.5,8.9,0.743,0.429,4.71,45.8,5.6
Maikel Garcia,3B/SS/UTL,"July 30, 2023",3000,KCR,MIN,9.5,3.6,9.85,9.31,Kenta Maeda,MIN,61.825,34.6,91.7,49.7,4.7,0.703,0.374,5.5,59.1,3.7
Luke Raley,OF/C1B/UTL,"July 30, 2023",3000,TBR,HOU,9.7,3.6,10.51,10.28,Brandon Bielak,HOU,90.075,91.4,91.5,47.7,15.4,0.931,0.572,3.79,37.5,5.4
Seiya Suzuki,OF/UTL,"July 30, 2023",2900,CHC,STL,0,3.6,10.76,9.08,Steven Matz,STL,62.025,63.7,92.1,49.5,8.7,0.726,0.391,4.86,45.2,4.7
Brenton Doyle,OF/UTL,"July 30, 2023",2900,COL,OAK,0,3.6,10.64,7.49,Luis Medina,OAK,30.9,72.9,88.9,41.2,10.5,0.624,0.354,6.34,30.3,4.4
MJ Melendez,C1B/OF/UTL,"July 30, 2023",2800,KCR,MIN,3,3.6,9.43,7.94,Kenta Maeda,MIN,33.95,77.5,93.3,52.1,11.6,0.636,0.346,5.5,59.1,3.7
Andrew Benintendi,OF/UTL,"July 30, 2023",2800,CHW,CLE,0,3.6,9.25,8.82,Aaron Civale,CLE,70.3,22.7,86.5,27,2.9,0.731,0.378,2.65,71.5,4.2
Jose Abreu,C1B/UTL,"July 30, 2023",2700,HOU,TB,0,3.6,9.14,8.38,Zack Littell,TB,39.925,52,89.4,41.8,7.1,0.642,0.352,4.85,60,4.7
Yoan Moncada,3B/UTL,"July 30, 2023",2500,CHW,CLE,3,3.6,9.09,7.34,Aaron Civale,CLE,38.55,44.2,88.2,34.3,6.1,0.648,0.37,2.65,71.5,4.2
Drew Waters,OF/UTL,"July 30, 2023",2400,KCR,MIN,3,3.6,8.53,7.42,Kenta Maeda,MIN,55.725,92.8,88.9,38.7,16,0.704,0.398,5.5,59.1,3.7
Josh Palacios,OF/UTL,"July 30, 2023",2300,PIT,PHI,31.2,3.6,8.02,4.94,Cristopher Sanchez,PHI,31.425,24.8,90.2,42.2,3.3,0.606,0.343,3.26,71.9,4.2
Garrett Hampson,2B/SS/OF/UTL,"July 30, 2023",2200,MIA,DET,22.2,3.6,7.35,4.78,Tarik Skubal,DET,49.425,24.8,84.8,23.9,3.3,0.667,0.341,0,99.2,4.2
Martin Maldonado,C1B/UTL,"July 30, 2023",2100,HOU,TB,0,3.6,6.56,5.31,Zack Littell,TB,18.2,55.5,88.2,38.1,7.5,0.549,0.301,4.85,60,4.7
Miguel Cabrera,C1B/UTL,"July 30, 2023",2100,DET,MIA,16,3.6,6.49,5.81,Jesus Luzardo,MIA,50.05,32.8,89,32.6,4.5,0.661,0.329,3.29,83.6,3.9
Ronald Acuna Jr.,OF/UTL,"July 30, 2023",4600,ATL,MIL,18.4,3.5,16.33,16.57,Colin Rea,MIL,97.35,91.8,94.8,55.1,15.5,1.007,0.593,4.71,45.8,5.6
Ozzie Albies,2B/UTL,"July 30, 2023",3900,ATL,MIL,9.2,3.5,13.59,11.78,Colin Rea,MIL,78.25,61.1,88.9,38,8.3,0.838,0.516,4.71,45.8,5.6
Ezequiel Tovar,SS/UTL,"July 30, 2023",3300,COL,OAK,9.2,3.5,13,8.69,Luis Medina,OAK,59.9,53.9,88.3,36.8,7.4,0.722,0.426,6.34,30.3,4.4
Bryan De La Cruz,OF/UTL,"July 30, 2023",3200,MIA,DET,0,3.5,9.98,9.4,Tarik Skubal,DET,65.8,48,90.5,44,6.6,0.734,0.414,0,99.2,4.2
Willy Adames,SS/UTL,"July 30, 2023",3000,MIL,ATL,3,3.5,11.18,9.31,AJ Smith-Shawver,ATL,47.15,87.3,87.1,35.3,13.8,0.706,0.411,4.32,45.7,4.2
Andrew Vaughn,C1B/UTL,"July 30, 2023",2900,CHW,CLE,3,3.5,9.47,9.58,Aaron Civale,CLE,60.95,67.9,91.2,47.3,9.5,0.742,0.425,2.65,71.5,4.2
Henry Davis,C1B/OF/UTL,"July 30, 2023",2900,PIT,PHI,3,3.5,9.17,9.1,Cristopher Sanchez,PHI,77.05,45.2,88.8,44.4,6.3,0.775,0.402,3.26,71.9,4.2
Matt Vierling,OF/UTL,"July 30, 2023",2800,DET,MIA,12.2,3.5,8.97,7.77,Jesus Luzardo,MIA,69.725,37.7,90.3,45.1,5.2,0.744,0.407,3.29,83.6,3.9
Andruw Monasterio,SS/2B/3B/UTL,"July 30, 2023",2700,MIL,ATL,3,3.5,8.91,7.39,AJ Smith-Shawver,ATL,63.1,31.4,86.1,27.7,4.3,0.714,0.354,4.32,45.7,4.2
Mark Canha,OF/C1B/UTL,"July 30, 2023",2600,NYM,WSH,6,3.5,10.12,7.26,Trevor Williams,WSH,62.55,43.3,88.1,37.9,6,0.74,0.396,4.42,34.3,4.4
Keibert Ruiz,C1B/UTL,"July 30, 2023",2500,WSN,NYM,3,3.5,8.57,8.17,Justin Verlander,NYM,37.75,57.1,88.5,35.1,7.6,0.65,0.369,3.72,59.9,4.2
Zack Short,SS/2B/3B/UTL,"July 30, 2023",2400,DET,MIA,3,3.5,5.92,4.74,Jesus Luzardo,MIA,30.25,75.4,88,34.4,11.1,0.617,0.336,3.29,83.6,3.9
Avisail Garcia,OF/UTL,"July 30, 2023",2400,MIA,DET,18.7,3.5,8.89,6.24,Tarik Skubal,DET,22.1,83.8,89.5,50,13,0.577,0.333,0,99.2,4.2
Alex Call,OF/UTL,"July 30, 2023",2400,WSN,NYM,0,3.5,7.31,7.82,Justin Verlander,NYM,35.525,37,86.6,30.8,5.1,0.629,0.324,3.72,59.9,4.2
Josh Harrison,3B/2B/OF/UTL,"July 30, 2023",2300,PHI,PIT,3,3.5,8.74,4.37,Rich Hill,PIT,28.675,21.3,86.8,25.6,2.6,0.586,0.313,4.76,44.2,4.6
Cam Gallagher,C1B/UTL,"July 30, 2023",2100,CLE,CWS,3,3.5,5.93,2.74,Michael Kopech,CWS,7.375,21.8,83.1,22.5,2.8,0.361,0.19,4.47,46.3,4
Nicky Lopez,3B/2B/SS/UTL,"July 30, 2023",2100,KCR,MIN,6.2,3.5,7.23,4.96,Kenta Maeda,MIN,40.325,0,86.5,20.5,0,0.631,0.296,5.5,59.1,3.7
Wander Franco,SS/UTL,"July 30, 2023",3500,TBR,HOU,12.4,3.4,11.57,11.54,Brandon Bielak,HOU,79.125,45.2,89,39.3,6.3,0.797,0.456,3.79,37.5,5.4
Nico Hoerner,2B/SS/UTL,"July 30, 2023",3500,CHC,STL,0,3.4,11.12,11.73,Steven Matz,STL,59.3,19,86.4,33.1,1.9,0.7,0.377,4.86,45.2,4.7
Marcell Ozuna,OF/UTL,"July 30, 2023",3100,ATL,MIL,21.7,3.4,10.54,9.83,Colin Rea,MIL,66.325,87.3,90.8,44.8,13.8,0.778,0.458,4.71,45.8,5.6
Josh Lowe,OF/UTL,"July 30, 2023",3100,TBR,HOU,22.5,3.4,10.23,10.57,Brandon Bielak,HOU,73.8,75.4,88.9,39.7,11.1,0.794,0.483,3.79,37.5,5.4
Luis Arraez,2B/UTL,"July 30, 2023",3000,MIA,DET,3,3.4,9.69,9.8,Tarik Skubal,DET,93.35,19.9,88.3,24.7,2.2,0.899,0.468,0,99.2,4.2
Salvador Perez,C1B/UTL,"July 30, 2023",2900,KCR,MIN,3,3.4,9.35,8.75,Kenta Maeda,MIN,62.275,72.6,90.4,46.1,10.4,0.743,0.444,5.5,59.1,3.7
Javier Baez,SS/UTL,"July 30, 2023",2900,DET,MIA,15.9,3.4,8.6,8.12,Jesus Luzardo,MIA,26.5,25.8,87.7,38.9,3.4,0.575,0.321,3.29,83.6,3.9
Josh Bell,C1B/UTL,"July 30, 2023",2800,CLE,CWS,0,3.4,10.55,8.17,Michael Kopech,CWS,51.45,66.1,90.5,43.4,9.2,0.7,0.379,4.47,46.3,4
Orlando Arcia,SS/UTL,"July 30, 2023",2800,ATL,MIL,6,3.4,9.72,8.92,Colin Rea,MIL,75.975,42.8,88.3,41.6,5.9,0.764,0.42,4.71,45.8,5.6
Tim Anderson,SS/UTL,"July 30, 2023",2700,CHW,CLE,3,3.4,9.45,7.36,Aaron Civale,CLE,23.175,23.7,88.1,39.9,3.1,0.53,0.266,2.65,71.5,4.2
Will Brennan,OF/UTL,"July 30, 2023",2600,CLE,CWS,3,3.4,9.32,6.3,Michael Kopech,CWS,53.475,21.8,86.1,30.7,2.8,0.683,0.387,4.47,46.3,4
Austin Wynns,C1B/UTL,"July 30, 2023",2500,COL,OAK,6.2,3.4,7.65,4.34,Luis Medina,OAK,20.95,21.6,85,27,2.7,0.55,0.288,6.34,30.3,4.4
Trey Mancini,C1B/OF/UTL,"July 30, 2023",2400,CHC,STL,0,3.4,7.99,6.5,Steven Matz,STL,43.625,30.2,89,42.4,4.2,0.652,0.344,4.86,45.2,4.7
Alec Burleson,OF/C1B/UTL,"July 30, 2023",2400,STL,CHC,9,3.4,9.33,6.13,Kyle Hendricks,CHC,44.775,35.1,90.3,38.8,4.8,0.678,0.389,3.57,55.2,4.7
Omar Narvaez,C1B/UTL,"July 30, 2023",2300,NYM,WSH,3.5,3.4,8.38,4.37,Trevor Williams,WSH,14.275,21.8,82.6,22.2,2.8,0.446,0.175,4.42,34.3,4.4
C.J. Cron,C1B/UTL,"July 30, 2023",3800,COL,OAK,9,3.3,13.1,9.84,Luis Medina,OAK,60.125,93.2,88.7,42.7,16.1,0.744,0.451,6.34,30.3,4.4
Ryan McMahon,2B/3B/UTL,"July 30, 2023",3800,COL,OAK,16,3.3,13.77,10.16,Luis Medina,OAK,72.75,80.8,91.4,46.1,12.3,0.791,0.457,6.34,30.3,4.4
Bryce Harper,C1B/OF/UTL,"July 30, 2023",3600,PHI,PIT,18.7,3.3,12,10.22,Rich Hill,PIT,85.125,82.2,91.1,42.9,12.5,0.821,0.426,4.76,44.2,4.6
Bryan Reynolds,OF/UTL,"July 30, 2023",3300,PIT,PHI,28.2,3.3,10.85,10.17,Cristopher Sanchez,PHI,72.725,81.5,91.9,50.8,12.4,0.776,0.442,3.26,71.9,4.2
Dansby Swanson,SS/UTL,"July 30, 2023",3200,CHC,STL,0,3.3,10.28,10.23,Steven Matz,STL,68.875,83.4,89.4,41.1,12.9,0.753,0.409,4.86,45.2,4.7
Trea Turner,SS/UTL,"July 30, 2023",3100,PHI,PIT,6,3.3,12.17,9.87,Rich Hill,PIT,50.775,48,89.6,40.9,6.6,0.687,0.386,4.76,44.2,4.6
Harold Ramirez,OF/UTL,"July 30, 2023",2800,TBR,HOU,6,3.3,9.37,8.59,Brandon Bielak,HOU,77.225,38.6,89.7,42.6,5.3,0.784,0.456,3.79,37.5,5.4
Jeff McNeil,2B/OF/UTL,"July 30, 2023",2800,NYM,WSH,18.7,3.3,10.61,7.6,Trevor Williams,WSH,45.95,18.3,86.8,31.3,1.7,0.647,0.323,4.42,34.3,4.4
Andrew Knizner,C1B/UTL,"July 30, 2023",2700,STL,CHC,9.5,3.3,7.37,8.5,Kyle Hendricks,CHC,41.175,69.8,89,37.8,9.8,0.667,0.412,3.57,55.2,4.7
Luis Garcia,2B/UTL,"July 30, 2023",2700,WSN,NYM,0,3.3,8.04,8.4,Justin Verlander,NYM,52.275,48,88.6,38.1,6.6,0.676,0.373,3.72,59.9,4.2
Seby Zavala,C1B/UTL,"July 30, 2023",2200,CHW,CLE,3,3.3,6.35,4.26,Aaron Civale,CLE,17.375,43.3,87.8,39.8,6,0.541,0.324,2.65,71.5,4.2
Oscar Colas,OF/UTL,"July 30, 2023",2200,CHW,CLE,3,3.3,7.22,5.48,Aaron Civale,CLE,23.05,49.7,86.6,37,6.8,0.546,0.287,2.65,71.5,4.2
Cody Bellinger,OF/C1B/UTL,"July 30, 2023",4100,CHC,STL,3,3.2,10.51,12.97,Steven Matz,STL,91.1,38.6,86.8,28.6,5.3,0.882,0.524,4.86,45.2,4.7
Francisco Lindor,SS/UTL,"July 30, 2023",3800,NYM,WSH,33.9,3.2,12.87,11.49,Trevor Williams,WSH,64.325,79.6,91.9,45.7,12,0.78,0.464,4.42,34.3,4.4
Nolan Jones,OF/C1B/UTL,"July 30, 2023",3600,COL,OAK,12,3.2,12.83,9.74,Luis Medina,OAK,90.7,79.6,91.2,44.6,12,0.877,0.508,6.34,30.3,4.4
Brandon Nimmo,OF/UTL,"July 30, 2023",3400,NYM,WSH,9.2,3.2,12.49,10.54,Trevor Williams,WSH,78.1,71.9,91.6,46.6,10.2,0.803,0.444,4.42,34.3,4.4
Nick Castellanos,OF/UTL,"July 30, 2023",3300,PHI,PIT,3,3.2,11.9,10.16,Rich Hill,PIT,81.275,73.8,89.2,45.2,10.6,0.809,0.476,4.76,44.2,4.6
Jose Siri,OF/UTL,"July 30, 2023",3200,TBR,HOU,6.2,3.2,10.13,10.66,Brandon Bielak,HOU,56.775,94.2,88.9,39.5,17.1,0.792,0.528,3.79,37.5,5.4
Jorge Polanco,2B/UTL,"July 30, 2023",3100,MIN,KC,3,3.2,11.41,9.56,Ryan Yarbrough,KC,59.225,88.8,86.5,37.4,14.3,0.741,0.45,5.29,34.7,4.3
Garrett Cooper,C1B/UTL,"July 30, 2023",2800,MIA,DET,22.2,3.2,9.21,8.37,Tarik Skubal,DET,64.325,71.4,89.9,43.1,10.1,0.747,0.443,0,99.2,4.2
Yuli Gurriel,C1B/UTL,"July 30, 2023",2600,MIA,DET,12.7,3.2,8.83,7.27,Tarik Skubal,DET,64.375,18.3,88.6,34.8,1.7,0.724,0.394,0,99.2,4.2
Dominic Smith,C1B/UTL,"July 30, 2023",2400,WSN,NYM,3,3.2,7.82,7.12,Justin Verlander,NYM,55.85,40,86.3,28.8,5.5,0.68,0.348,3.72,59.9,4.2
Ildemaro Vargas,2B/SS/3B/UTL,"July 30, 2023",2300,WSN,NYM,6.5,3.2,7.32,6.1,Justin Verlander,NYM,60.825,30.2,87.8,31.3,4.2,0.715,0.41,3.72,59.9,4.2
Corey Dickerson,OF/UTL,"July 30, 2023",2200,WSN,NYM,0,3.2,6.97,5.24,Justin Verlander,NYM,35.875,31.4,87.7,25,4.3,0.62,0.345,3.72,59.9,4.2
Dominic Canzone,OF/UTL,"July 29, 2023",2200,ARI,SEA,13,5.2,9.46,6.06,Bryan Woo,SEA,1.65,0,72.4,0,0,0.143,0,3.63,86.9,4.9
Geraldo Perdomo,SS/2B/UTL,"July 29, 2023",2900,ARI,SEA,12,4.8,10.53,9.5,Bryan Woo,SEA,78.975,17.5,84.8,18.9,1.5,0.796,0.409,3.63,86.9,4.9
